Type,Value,Other Values
v,hafa,eiga til
v,lækna,græða
v,heyra,
v,hjálpa,
v,hika,vera á báðum áttum
v,hiksta,
v,fela,hylja
v,fela sig,hyljast
v,fara í langa gönguferð,
v,slá,kýla
v,rekast á,ljósta saman
v,verja,gæta
v,styðja,
v,taka frá,
v,halda á,
v,krækja,
v,taka á móti gestum,
v,voka,vera á sveimi
v,móðga,særa
v,dáleiða,
v,bera kennsl á,þekkja
v,hunsa,gefa engan gaum
v,vísa á bug,vísa burt
v,skýra með dæmi,gefa dæmi um
v,ímynda sér,sjá fyrir sér
v,flytja inn,
v,koma vel fyrir,
v,bæta,
v,telja með,
v,taka til,ná yfir
v,aukast,
v,leyfa sér,
v,smita,
v,blása upp,belgja
v,erfa,
v,sprauta,
v,setja inn,stinga inn
v,heimta,
v,fylla af hugmóði,
v,setja upp,
v,setja,
v,magna,auka
v,þýða,snara
v,trufla,ónáða
v,kynna,koma á
v,kynna,
v,bjóða,
v,vipra,
v,grínast,djóka
v,sleppa úr,
v,hoppa,skoppa
v,stökkva í fallhlíf,
v,réttlæta,afsaka
v,halda,vernda
v,viðhalda,
v,halda,geyma
v,halda,
v,sparka,
v,drepa,myrða
v,kyssa,flensa
v,hnoða,elta
v,krjúpa,
v,prjóna,pota
v,banka,
v,þekkja,
v,vita,vera kunnugt um
v,kunna,vita
v,lenda,
v,endast,
v,hlæja,flissa
v,hleypa af stokkunum,
v,leggja,leggja niður
v,leiða,
v,leiða,stjórna
v,leka,hripa
v,hallast,
v,læra,nema
v,kenna,
v,skilja eftir,
v,fara,fara burt
v,ánafna,
v,lána,fá
v,leigja,taka á leigu
v,rífa niður,jafna við jörðu
v,heimila,
v,sleikja,kara
v,ljúga,
v,liggja,
v,afturkalla,
v,stela verkum annarra,
v,lýsa,bera birtu
v,kveikja,
v,líka við,
v,takmarka,afmarka
v,hanga,slugsa
v,tengja,binda saman
v,telja upp,
v,hlusta,leggja við eyra
v,staðsetja,
v,læsa,
v,dveljast,
v,þrá,langa ákaft
v,virðast,líta út
v,leita,grafast fyrir um
v,tapa,
v,týna,fyrirgera
v,elska,
v,njóta,hafa yndi af
v,hleypa brúnum,hnykkla brýrnar
v,búa til,framleiða
v,elda,
v,þéna,
v,stjórna,leiða
v,takast,lánast
v,búa til,
v,ganga,marsera
v,markaðssetja,
v,ná tökum á,sigrast á
v,passa við,
v,skipta máli,
v,merkja,þýða
v,mæla,
v,safnast saman,hlaðast upp
v,hitta,
v,nefna,
v,standa ekki á sama,
v,gera minna úr,
v,blekkja,
v,sakna,lengja eftir
v,mistakast,fara úr böndum
v,skorta,
v,missa af,láta sér úr greipum ganga
v,blanda,stokka
v,líkja eftir,
v,hreyfa sig,
v,hreyfa við,
v,færa sig,
v,flytja,
v,margfalda,
v,muldra,
v,blunda,dúra
v,þurfa,
v,kinka kolli,
v,tilnefna,benda á
v,taka eftir,athuga
v,hlýða,sýna auðsveipni
v,mótmæla,andmæla
v,gera óskýranlegan,
v,fá,hljóta
v,leggja undir sig,
v,bjóða,borga
v,bjóðast til,
v,bæta upp,
v,opna,ljúka upp
v,vera á móti,vera andvígur
v,leggja á ráðin,skipuleggja
v,sjást yfir,
v,yfirþyrma,gagntaka
v,skulda,
v,pakka,pakka inn
v,mála,farða
v,mála,
v,leggja,
v,taka þátt,
v,fara í gegnum,fara yfir
v,fara fram úr,kyfirstíga
v,líða hjá,ganga yfir
v,setja lög,
v,standast,
v,fara framhjá,
v,borga,blæða
v,smjúga inn í,komast inn í
v,skynja,verða es áskynja
v,gata,
v,flytja,leika
v,þybbast við,þverskallast
v,ljósrita,
v,velja,
v,tína,
v,raða,fylkja
v,skipuleggja,plana
v,hanna,
v,leika,
v,spila,
v,leika sér,frílysta sig
v,rökræða,
v,gleðja,vera em til ánægju
v,heita,
v,ráðgera,leggja á ráðin
v,kortleggja,
v,setja tappa í,
v,eitra,
v,fægja,bóna
v,smella,bella
v,festa upp tilkynningu,
v,fresta,skjóta á frest
v,hópast,flykkjast
v,hella,buna
v,biðja,ákalla
v,biðja,
v,predika,
v,koma á undan,vera á undan
v,vilja fremur,vilja heldur
v,afhenda,afsala sér
v,þrýsta á,pressa á
v,kreista,klípa
v,prenta,
v,kunngera,tilkynna
v,græða,auðgast
v,lögsækja,
v,sanna,
v,útvega,ná í
v,espa,
v,áreita,ónáða
v,gefa út,
v,draga út,
v,pumpa,
v,kýla,slá
v,refsa,hegna
v,auglýsa,kunngera
v,ýta á,
v,breyta,
v,vera hæfur til,
v,yfirheyra,
v,hætta,
v,vitna í,
v,þjóta,fara hratt
v,byggja,
v,reisa,lyfta
v,safna,
v,ala upp,
v,hækka,
v,nauðga,
v,afreka,
v,ná,
v,lesa,
v,gera sér ljóst,
v,mæla með,hampa
v,ná sér,batna
v,fá nýja meðlimi,
v,endurvinna,
v,láta lausan,
v,vísa til,
v,íhuga,hugsa um
v,endurkastast,
v,hafna,afbiðja
v,sjá eftir,iðra
v,styrkja með umbun,
v,hafna,útrýma
v,tengja saman,binda saman
v,slappa af,
v,sleppa,gefa lausan
v,losa undan,
v,gefa upp á bátinn,
v,treysta,reiða sig á
v,vera eftir,haldast
v,minnast,halda upp á
v,minna á,áminna
v,endurtaka,
v,koma í staðinn fyrir,leysa af
v,vera fulltrúi,
v,standa fyrir,
v,endurgera,
v,biðja um,beiða
v,skipa,stjórna
v,líkjast,bera keim af
v,taka eu illa,
v,segja upp,
v,standast,rísa undir
v,sporna við,streitast gegn
v,virða,bera virðingu fyrir
v,hvíla sig,
v,halda aftur af,
v,muna,geyma í minni
v,fara í háttinn,
v,fara á eftirlaun,
v,hörfa,
v,fara til baka,
v,skila,
v,endurgreiða,
v,svifta hulinni af,
v,umsnúa,snúa við
v,minnast,muna óljóst
v,endurskoða,
v,lífga við,
v,stríða,erta
v,ferðast með faratæki,
v,hljóma,óma
v,fara á fætur,
v,stíga,hækka
v,standa upp,standa á fætur
v,rísa,hefja sig
v,hætta á,taka áhættu
v,drynja,gnýja
v,ræna,láta greipar sópa
v,rugga,vagga
v,snúa,hringsnúa
v,ráfa,reika
v,róa,
v,nudda,niða
v,klóra sér,
v,stýra,stjórna
v,bjóða sig fram,
v,ganga,
v,hlaupa,taka á rás
v,flæða,renna
v,flýja,
v,sigla,
v,safna,leggja til hliðar
v,segja,
v,skanna,
v,dreifa,
v,grauta saman,
v,skrapa,skafa
v,klóra,
v,öskra,hrópa
v,kemba,
v,sigta út,
v,svindla á,
v,skrúfa,
v,innsigla,
v,treysta,festa
v,sjá,skilja
v,rekast á,hitta
v,sjá,koma auga á
v,leita að,
v,grípa,góma
v,selja,koma í peninga
v,senda,
v,senda út,sjónvarpa
v,greinast,kvíslast
v,skilja,
v,mismuna,
v,þjóna,stjana við
v,stilla,
v,gróðursetja,
v,setjast,lenda
v,setjast að,hola sér niður
v,útkljá,gera út um
v,sættast,jafna eð með sér
v,sökkva,hverfa niður
v,hrista,
v,deila,
v,mölva,
v,raka,
v,hella niður,missa niður
v,haggast,hreyfast
v,pússa,
v,skína,geisla
v,skjálfa,titra
v,gera höggdofa,gera agndofa
v,hneyksla,ganga fram af
v,spíra,
v,öskra,kalla
v,svívirða,auðmykja
v,sýna,láta ásannast
v,minnka,þorna upp
v,yppta öxlum,yppa öxlum
v,fara í skoðunarferð,
v,skrifa undir,
v,syngja,kvaka
v,taka sopa,dreypa á
v,sitja,
v,skauta,falda
v,skella,
v,slá með flötum lófa,
v,líða,sveima
v,renna,skrensa
v,hokra,
v,mölbrjóta,mölva
v,lykta,anga
v,finna lykt af,
v,brosa,
v,reykja,
v,bresta,slitna
v,hreyta út úr sér,
v,grípa,þrífa
v,smella,
v,ræna,
v,anda að sér,
v,hjúfra sig,
v,gegnbleyta,
v,leggja of mikið á,
v,veðsetja,pantsetja
v,stíga upp,hækka sig
v,leysa,
v,sá,
v,sjá af,missa af
v,hlífa,skýra
v,braska,
v,fara of hratt,
v,hella niður,
v,skálda,spinna upp
v,spinna,
v,hringsnúast,snúast
v,spýta,hrækja
v,kjúfa,fleyga sundur
v,rotna,spillast
v,skaða,spilla
v,ofdekra,spilla
v,úða,
v,dreifa,útbreiða
v,breiða úr,
v,hefja í annað veldi,
v,faðma,lykja örmum
v,merja,kremja
v,kúga,
v,stinga,leggja
v,bletta,
v,vera með hleypidóma,
v,stappa,trampa
v,þola,taka
v,standa,standa upp
v,fara,yfirgefa
v,vera,vera kyrr
v,stíga,ganga
v,misþyrma,fara illa með
v,halda fast við,
v,stinga,
v,hræra,dulla
v,stoppa,nema staðar
v,hætta,leggja niður
v,geyma,
v,geysa,
v,teygja,strengja
v,leggja áherslu á,
v,teygja,teygja á
v,skálma,skrefa
v,stroka út,
v,fara í verkfall,
v,afklæða sig,hátta
v,strjúka,gæla við
v,labba,
v,læra,
v,gleypa í sig,
v,hrasa,hnjóta
v,beygja sig undir,
v,þjást,
v,stinga uppá,gera tillögu um
v,vekja,kalla fram
v,hæfa,henta
v,setja fram tilgátu,
v,bæla niður,
v,umkringja,slá hring um
v,halda uppi,styðja
v,gleypa við,
v,gleypa,hvoma
v,sverja,
v,sópa,buska
v,bólgna,belgjast upp
v,synda,fleyta sér
v,fljóta,
v,róla,
v,sópa,
v,skipta á,hafa skipti á
v,taka,
v,koma með,bera
v,tala,babla
v,tappa af,
v,banka,slá létt
v,smakka,
v,segja frá,
v,freista,
v,hræða,ógna
v,vitna,
v,þakka,flytja þakkir
v,hugsa,
v,trúa,hafa trú á
v,muna,koma eu fyrir sig
v,hóta,
v,rugla,trufla
v,kasta,henda
v,tifa,
v,hnýta,binda hnút
v,tímasetja,taka tímann
v,tipla,
v,kollsteypast,velta
v,þola,umbera
v,gereyðileggja,gereyða
v,snerta,koma við
v,þjálfa,
v,umbreyta,gerbreyta
v,trampa,traðka á
v,meðhöndla,
v,fara með,
v,hrasa,misstíga sig
v,trufla,raska
v,prófa,prufa
v,reyna,
v,reyna fyrir rétti,
v,hrasa,falla
v,snúa,snúa við
v,snúa,
v,iða,vera á iði
v,undirstrika,
v,grafa undan,
v,skilja,átta sig á
v,setja sig í annars spor,hafa samúð með
v,takast á við,
v,endurnýja,
v,kollvarpa,trufla
v,hvolfa,velta
v,hvetja,
v,nota,beita
v,gefa frá sér hljóð,
v,heimsækja,fara til
v,bíða,dveljast
v,vakna,bregða blundi
v,vilja,langa
v,vara við,
v,þvo,
v,þvo,lauga
v,horfa á,
v,veifa,blaka
v,klæðast,
v,vefa,
v,vigta,
v,vega,vera að þyngd
v,hýða,húðstrýkja
v,hvísla,hvískra
v,breikka,
v,vinna,
v,vinda upp,
v,þurrka,
v,hætta við,
v,æfa,hreyfa sig
v,vinna,starfa
v,hafa áhyggjur,
v,pakka inn,pakka
v,glíma,þreyta fangbrögð
v,skrifa,festa á blað
v,stafa,stafsetja
v,semja tónlist,
v,geispa,gapa
